"","year","origin_id","destination_id","hs92_product_name","hs92_group_name","hs92_product_id","hs92_group_id","hs92_color","export_val","import_val","trade_exchange_val","origin_total_export_val","world_total_export_val","pci","rca","pci_rank","hs92_icon","top_importer","top_exporter"
"1011",2011,"sachl","aschn","Print Production Machinery","Machines","8442","16","#17bcef",NA,588730.65,588730.65,181501.03,2662217646.76,1.436,NA,76,"d3plus-1.9.8/icons/hs92/hs92_16.png","Belgium-Luxembourg","Germany"
"1012",2011,"sachl","aschn","Industrial Printers","Machines","8443","16","#17bcef",1287,97935920.17,97937207.17,5432396.36,118032640379,1.004,0,198,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1013",2011,"sachl","aschn","Artificial Textile Machinery","Machines","8444","16","#17bcef",NA,4229.99,4229.99,26280,1041055026.19,1.718,NA,26,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1014",2011,"sachl","aschn","Textile Fiber Machinery","Machines","8445","16","#17bcef",NA,242002.31,242002.31,4286115.72,4730519998.26,0.67,NA,356,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1015",2011,"sachl","aschn","Looms","Machines","8446","16","#17bcef",65500,101445.9,166945.9,4933029.93,2319598858.1,0.407,0.005,454,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Japan"
"1016",2011,"sachl","aschn","Knitting Machines","Machines","8447","16","#17bcef",NA,2822753.7,2822753.7,176872.2,3659853752.12,1.369,NA,95,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1017",2011,"sachl","aschn","Knitting Machine Accessories","Machines","8448","16","#17bcef",1842,430847.44,432689.44,158218,5535502238.13,0.788,0,304,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1018",2011,"sachl","aschn","Felt Machinery","Machines","8449","16","#17bcef",NA,3700,3700,30822,799440469.06,1.361,NA,96,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","Germany"
"1019",2011,"sachl","aschn","Household Washing Machines","Machines","8450","16","#17bcef",1012.59,61667892.56,61668905.15,21909093.51,14758565788,0.792,0,303,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1020",2011,"sachl","aschn","Textile Processing Machines","Machines","8451","16","#17bcef",NA,4773187.43,4773187.43,3610711.08,6914056043.03,0.906,NA,254,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","Germany"
"1021",2011,"sachl","aschn","Sewing Machines","Machines","8452","16","#17bcef",NA,15412648.27,15412648.27,2531371.23,5019328220.08,0.592,NA,387,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1022",2011,"sachl","aschn","Leather Machinery","Machines","8453","16","#17bcef",NA,241333.46,241333.46,215600.62,924763381.17,-0.062,NA,668,"d3plus-1.9.8/icons/hs92/hs92_16.png","Indonesia","Italy"
"1023",2011,"sachl","aschn","Casting Machines","Machines","8454","16","#17bcef",NA,46875.24,46875.24,1366907.53,3533642662.59,1.05,NA,175,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Japan"
"1024",2011,"sachl","aschn","Metal-Rolling Mills","Machines","8455","16","#17bcef",791456,2605995.67,3397451.67,3467378.77,6518759443.28,1.07,0.022,168,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Italy"
"1025",2011,"sachl","aschn","Non-Mechanical Removal Machinery","Machines","8456","16","#17bcef",NA,3202848.09,3202848.09,124562.41,5496528139.25,1.563,NA,48,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Japan"
"1026",2011,"sachl","aschn","Metalworking Transfer Machines","Machines","8457","16","#17bcef",NA,561205.74,561205.74,567146,11761762806.4,2.167,NA,5,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Japan"
"1027",2011,"sachl","aschn","Metal Lathes","Machines","8458","16","#17bcef",NA,9943030.91,9943030.91,177433,7919385601.95,1.201,NA,128,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","Japan"
"1028",2011,"sachl","aschn","Drilling Machines","Machines","8459","16","#17bcef",NA,3904140.47,3904140.47,396034.88,4955511839.71,0.201,NA,548,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1029",2011,"sachl","aschn","Metal Finishing Machines","Machines","8460","16","#17bcef",NA,1895107.49,1895107.49,715682.57,5221876617.62,1.348,NA,98,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1030",2011,"sachl","aschn","Metalworking Machines","Machines","8461","16","#17bcef",NA,1050960.91,1050960.91,773620.09,3090699511.86,1.258,NA,116,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1031",2011,"sachl","aschn","Forging Machines","Machines","8462","16","#17bcef",NA,6223736.93,6223736.93,1511139.61,11020199383.6,1.272,NA,112,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1032",2011,"sachl","aschn","Other Non-Metal Removal Machinery","Machines","8463","16","#17bcef",NA,1860806.47,1860806.47,509529.72,2183104825.03,0.906,NA,253,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1033",2011,"sachl","aschn","Stone Working Machines","Machines","8464","16","#17bcef",NA,1081716.43,1081716.43,76532,2776461595.72,1.23,NA,122,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Italy"
"1034",2011,"sachl","aschn","Woodworking machines","Machines","8465","16","#17bcef",NA,4774027.93,4774027.93,1570258.36,7161070904.55,1.061,NA,171,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","Germany"
"1035",2011,"sachl","aschn","Metalworking Machine Parts","Machines","8466","16","#17bcef",NA,2081436.08,2081436.08,11295605.28,18130431130.7,1.693,NA,29,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1036",2011,"sachl","aschn","Motor-working Tools","Machines","8467","16","#17bcef",NA,9601279.53,9601279.53,2822514.44,9160031608.98,1.091,NA,161,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1037",2011,"sachl","aschn","Soldering and Welding Machinery","Machines","8468","16","#17bcef",NA,1917710.77,1917710.77,308950.85,1257401674.07,1.546,NA,53,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1038",2011,"sachl","aschn","Typewriters","Machines","8469","16","#17bcef",NA,365111,365111,NA,66201749.85,0.402,NA,456,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1039",2011,"sachl","aschn","Calculators","Machines","8470","16","#17bcef",NA,23612238.69,23612238.69,1007943.74,4667227441,0.205,NA,543,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1040",2011,"sachl","aschn","Computers","Machines","8471","16","#17bcef",136465,850709413.67,850845878.67,55996804.48,347947649326,1.017,0,192,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1041",2011,"sachl","aschn","Other Office Machines","Machines","8472","16","#17bcef",NA,17359.3,17359.3,131599.87,4268266059.33,1.161,NA,141,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1042",2011,"sachl","aschn","Office Machine Parts","Machines","8473","16","#17bcef",13272.11,32473578.71,32486850.82,5348909.95,118779560573,0.862,0,273,"d3plus-1.9.8/icons/hs92/hs92_16.png","Hong Kong","China"
"1043",2011,"sachl","aschn","Stone Processing Machines","Machines","8474","16","#17bcef",104863.13,29543336.52,29648199.65,55410338.78,19403382973.4,0.232,0.001,527,"d3plus-1.9.8/icons/hs92/hs92_16.png","Russia","Germany"
"1044",2011,"sachl","aschn","Glass Working Machines","Machines","8475","16","#17bcef",NA,527866.84,527866.84,4060,2840011572.27,1.682,NA,30,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1045",2011,"sachl","aschn","Vending Machines","Machines","8476","16","#17bcef",NA,276895.66,276895.66,293743.68,1885611048.63,0.429,NA,442,"d3plus-1.9.8/icons/hs92/hs92_16.png","Japan","Italy"
"1046",2011,"sachl","aschn","Rubberworking Machinery","Machines","8477","16","#17bcef",100735,12320131.41,12420866.41,3740605.54,25934107973.6,2.093,0.001,9,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1047",2011,"sachl","aschn","Tobacco Processing Machines","Machines","8478","16","#17bcef",NA,6289,6289,521943.69,1973050169.98,0.46,NA,433,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1048",2011,"sachl","aschn","Machinery Having Individual Functions","Machines","8479","16","#17bcef",6449,15755438.96,15761887.96,22068838.73,130819964387,1.852,0,17,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Japan"
"1049",2011,"sachl","aschn","Metal Molds","Machines","8480","16","#17bcef",NA,5538832.94,5538832.94,3480679.03,15453131038.7,1.23,NA,123,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1050",2011,"sachl","aschn","Valves","Machines","8481","16","#17bcef",503706.53,71521488.58,72025195.11,24628154.94,79785310897.9,1.611,0.001,40,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1051",2011,"sachl","aschn","Ball Bearings","Machines","8482","16","#17bcef",62102,7765900.75,7828002.75,5732013,35161347962.5,1.259,0,114,"d3plus-1.9.8/icons/hs92/hs92_16.png","Germany","Japan"
"1052",2011,"sachl","aschn","Transmissions","Machines","8483","16","#17bcef",8276,9970078.84,9978354.84,10046023.18,53749518226.8,1.673,0,31,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","Germany"
"1053",2011,"sachl","aschn","Gaskets","Machines","8484","16","#17bcef",NA,1983471.5,1983471.5,473911.59,4126750064.13,1.173,NA,137,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","United States"
"1054",2011,"sachl","aschn","Boat Propellers","Machines","8485","16","#17bcef",NA,2039080.07,2039080.07,1463442.05,9465909339.74,0.888,NA,262,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1055",2011,"sachl","aschn","Electric Motors","Machines","8501","16","#17bcef",74421,20096769.51,20171190.51,6890236.41,48596553439.1,0.55,0,401,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1056",2011,"sachl","aschn","Electric Generating Sets","Machines","8502","16","#17bcef",2586,26097108.49,26099694.49,14543108,29874318094.6,0.685,0,351,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","United States"
"1057",2011,"sachl","aschn","Electric Motor Parts","Machines","8503","16","#17bcef",NA,1564509.43,1564509.43,1504231.09,17862404500.7,0.68,NA,353,"d3plus-1.9.8/icons/hs92/hs92_16.png","Germany","Germany"
"1058",2011,"sachl","aschn","Electrical Transformers","Machines","8504","16","#17bcef",40733.73,60356507.34,60397241.07,8519999.26,86256824147.5,0.731,0,328,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1059",2011,"sachl","aschn","Electromagnets","Machines","8505","16","#17bcef",7981,2771539.17,2779520.17,475460.9,8944840717.31,1.186,0,133,"d3plus-1.9.8/icons/hs92/hs92_16.png","Germany","China"
"1060",2011,"sachl","aschn","Batteries","Machines","8506","16","#17bcef",NA,11226254.82,11226254.82,4625242.33,8056495371.28,0.201,NA,547,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1061",2011,"sachl","aschn","Electric Batteries","Machines","8507","16","#17bcef",NA,14175434.72,14175434.72,1883942.6,32862257553.7,-0.058,NA,665,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","China"
"1062",2011,"sachl","aschn","Vacuum Cleaners","Machines","8508","16","#17bcef",2082,42492576.35,42494658.35,2340950.39,13558329274.4,1.404,0,85,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1063",2011,"sachl","aschn","Other Domestic Electric Housewares","Machines","8509","16","#17bcef",NA,62451597.07,62451597.07,18288456.66,17418047028.6,0.635,NA,374,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1064",2011,"sachl","aschn","Hair Trimmers","Machines","8510","16","#17bcef",NA,11038110.74,11038110.74,1748666.27,3265123338.22,0.496,NA,416,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1065",2011,"sachl","aschn","Electrical Ignitions","Machines","8511","16","#17bcef",172229,5044843.93,5217072.93,2640243.29,18732774696.4,0.768,0.002,311,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","Japan"
"1066",2011,"sachl","aschn","Electrical Lighting and Signalling Equipment","Machines","8512","16","#17bcef",2537.2,15374011.96,15376549.16,2828290.24,19970809286.1,0.972,0,219,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","Germany"
"1067",2011,"sachl","aschn","Portable Lighting","Machines","8513","16","#17bcef",NA,20210543.11,20210543.11,1628119.18,2928249217.57,-0.284,NA,763,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1068",2011,"sachl","aschn","Electric Furnaces","Machines","8514","16","#17bcef",NA,1103542.15,1103542.15,893726.47,5509330477.77,1.811,NA,20,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1069",2011,"sachl","aschn","Electric Soldering Equipment","Machines","8515","16","#17bcef",NA,15861001.86,15861001.86,2946432.32,10613896876.2,1.373,NA,93,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1070",2011,"sachl","aschn","Electric Heaters","Machines","8516","16","#17bcef",35169.12,106105626.83,106140795.95,15317909.43,40730308984.6,0.334,0,479,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1071",2011,"sachl","aschn","Telephones","Machines","8517","16","#17bcef",1990047.57,329816479.35,331806526.92,17119608.15,208749871885,0.967,0.002,224,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1072",2011,"sachl","aschn","Microphones and Headphones","Machines","8518","16","#17bcef",NA,73921939.92,73921939.92,14950456.35,26262920357.5,0.183,NA,554,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1073",2011,"sachl","aschn","Sound Recording Equipment","Machines","8519","16","#17bcef",NA,3662772.27,3662772.27,204475.07,5358391523.49,0.777,NA,308,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1074",2011,"sachl","aschn","Dictation Machines","Machines","8520","16","#17bcef",NA,9275,9275,NA,39488043.46,0.39,NA,460,"d3plus-1.9.8/icons/hs92/hs92_16.png","Japan","Philippines"
"1075",2011,"sachl","aschn","Video Recording Equipment","Machines","8521","16","#17bcef",NA,88223512.44,88223512.44,5834425.52,15238201986.2,0.446,NA,438,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1076",2011,"sachl","aschn","Audio and Video Recording Accessories","Machines","8522","16","#17bcef",NA,847383.58,847383.58,59425,7219672629.31,0.493,NA,420,"d3plus-1.9.8/icons/hs92/hs92_16.png","Hong Kong","China"
"1077",2011,"sachl","aschn","Blank Audio Media","Machines","8523","16","#17bcef",6430,18937210.44,18943640.44,2423617.15,29953120444.8,1.254,0,117,"d3plus-1.9.8/icons/hs92/hs92_16.png","Hong Kong","China"
"1078",2011,"sachl","aschn","Sound Recordings","Machines","8524","16","#17bcef",NA,21810673.04,21810673.04,14440231.84,26595319140.6,1.524,NA,55,"d3plus-1.9.8/icons/hs92/hs92_16.png","Germany","Germany"
"1079",2011,"sachl","aschn","Broadcasting Equipment","Machines","8525","16","#17bcef",987130,969670057.5,970657187.5,35447342.88,222889539073,0.663,0.001,361,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1080",2011,"sachl","aschn","Navigation Equipment","Machines","8526","16","#17bcef",1902,8166752.08,8168654.08,2598873.7,18757298356,1.132,0,147,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1081",2011,"sachl","aschn","Radio Receivers","Machines","8527","16","#17bcef",25035,119678826.98,119703861.98,22640597.96,18824685694.4,-0.013,0,649,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1082",2011,"sachl","aschn","Video Displays","Machines","8528","16","#17bcef",4024,332570573.94,332574597.94,13333091.47,94556322120.6,0.309,0,491,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1083",2011,"sachl","aschn","Broadcasting Accessories","Machines","8529","16","#17bcef",1805,25783761.91,25785566.91,3407208.69,71511249991.2,0.546,0,402,"d3plus-1.9.8/icons/hs92/hs92_16.png","Hong Kong","China"
"1084",2011,"sachl","aschn","Traffic Signals","Machines","8530","16","#17bcef",NA,963279.68,963279.68,146554.7,2477192452.27,1.148,NA,145,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","Germany"
"1085",2011,"sachl","aschn","Audio Alarms","Machines","8531","16","#17bcef",NA,12833581.44,12833581.44,1625414.99,16854602212.4,0.9,NA,256,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1086",2011,"sachl","aschn","Electrical Capacitors","Machines","8532","16","#17bcef",1558,833326.86,834884.86,162892.17,23553290435.4,0.654,0,365,"d3plus-1.9.8/icons/hs92/hs92_16.png","Hong Kong","Japan"
"1087",2011,"sachl","aschn","Electrical Resistors","Machines","8533","16","#17bcef",13363,291543.89,304906.89,403313.09,9005298636.21,0.868,0,270,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","China"
"1088",2011,"sachl","aschn","Printed Circuit Boards","Machines","8534","16","#17bcef",1240,232527.38,233767.38,338455.72,38839707978.3,0.838,0,284,"d3plus-1.9.8/icons/hs92/hs92_16.png","Hong Kong","China"
"1089",2011,"sachl","aschn","High-voltage Protection Equipment","Machines","8535","16","#17bcef",NA,2893039.65,2893039.65,3028687.15,9728129105.49,0.569,NA,396,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","Germany"
"1090",2011,"sachl","aschn","Low-voltage Protection Equipment","Machines","8536","16","#17bcef",73548.46,30376412.2,30449960.66,9583278.89,87680668076,0.805,0,295,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1091",2011,"sachl","aschn","Electrical Control Boards","Machines","8537","16","#17bcef",6263.05,8369518.22,8375781.27,12498318.05,43447331287,0.65,0,368,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","Germany"
"1092",2011,"sachl","aschn","Electrical Power Accessories","Machines","8538","16","#17bcef",23591.94,7042754.06,7066346,1377811.35,30312955738.1,0.939,0,237,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1093",2011,"sachl","aschn","Electric Filament","Machines","8539","16","#17bcef",28429,49883714.08,49912143.08,10295859.99,18129347649.3,0.585,0,392,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1094",2011,"sachl","aschn","Cathode Tubes","Machines","8540","16","#17bcef",NA,126151.41,126151.41,276648.22,3003483599.8,1.007,NA,195,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1095",2011,"sachl","aschn","Semiconductor Devices","Machines","8541","16","#17bcef",8282,9817558.71,9825840.71,292010.32,110367417147,1.116,0,152,"d3plus-1.9.8/icons/hs92/hs92_16.png","Germany","China"
"1096",2011,"sachl","aschn","Integrated Circuits","Machines","8542","16","#17bcef",1594,15638358.12,15639952.12,6715032.73,369405988035,0.844,0,281,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","South Korea"
"1097",2011,"sachl","aschn","Other Electrical Machinery","Machines","8543","16","#17bcef",1065121.42,966164.63,2031286.05,5255553.01,22842976706.4,1.274,0.008,111,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","China"
"1098",2011,"sachl","aschn","Insulated Wire","Machines","8544","16","#17bcef",84931.22,66801543.65,66886474.87,94119756.25,106115783598,-0.241,0,750,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1099",2011,"sachl","aschn","Carbon-based Electronics","Machines","8545","16","#17bcef",NA,4586925.9,4586925.9,211831.72,6493425329.16,0.302,NA,496,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1100",2011,"sachl","aschn","Electrical Insulators","Machines","8546","16","#17bcef",NA,958495.06,958495.06,415726.42,2566948465.19,0.923,NA,246,"d3plus-1.9.8/icons/hs92/hs92_16.png","United States","China"
"1101",2011,"sachl","aschn","Metal Insulating Fittings","Machines","8547","16","#17bcef",NA,603445.16,603445.16,394372.46,4725856055.22,1.851,NA,18,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Germany"
"1102",2011,"sachl","aschn","Electrical Parts","Machines","8548","16","#17bcef",67592,61822.23,129414.23,84203,4003644542.83,0.801,0.003,300,"d3plus-1.9.8/icons/hs92/hs92_16.png","China","Japan"
"1103",2011,NA,NA,"Electric Locomotives","Transportation","8601","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
"1104",2011,"sachl","aschn","Other Locomotives","Transportation","8602","17","#9edae5",NA,123000,123000,1206000,2702818128.09,0.497,NA,414,"d3plus-1.9.8/icons/hs92/hs92_17.png","Canada","United States"
"1105",2011,NA,NA,"Self-Propelled Rail Transport","Transportation","8603","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
"1106",2011,NA,NA,"Railway Maintenance Vehicles","Transportation","8604","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
"1107",2011,NA,NA,"Railway Passenger Cars","Transportation","8605","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
"1108",2011,NA,NA,"Railway Freight Cars","Transportation","8606","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
"1109",2011,"sachl","aschn","Locomotive Parts","Transportation","8607","17","#9edae5",NA,1563613.62,1563613.62,126940.8,12778907255.2,0.96,NA,227,"d3plus-1.9.8/icons/hs92/hs92_17.png","China","Germany"
"1110",2011,"sachl","aschn","Railway Track Fixtures","Transportation","8608","17","#9edae5",NA,9764,9764,84453.72,839215911.53,1.404,NA,86,"d3plus-1.9.8/icons/hs92/hs92_17.png","Kazakhstan","Germany"
"1111",2011,"sachl","aschn","Railway Cargo Containers","Transportation","8609","17","#9edae5",NA,14563236.75,14563236.75,967683.32,3811415543.05,-0.196,NA,732,"d3plus-1.9.8/icons/hs92/hs92_17.png","United States","China"
"1112",2011,"sachl","aschn","Tractors","Transportation","8701","17","#9edae5",NA,13455489.08,13455489.08,4162747.49,51661813414.3,0.907,NA,252,"d3plus-1.9.8/icons/hs92/hs92_17.png","United States","Germany"
"1113",2011,"sachl","aschn","Buses","Transportation","8702","17","#9edae5",NA,86491364.34,86491364.34,14080808.89,15722595629.9,-0.248,NA,757,"d3plus-1.9.8/icons/hs92/hs92_17.png","France","Japan"
"1114",2011,"sachl","aschn","Cars","Transportation","8703","17","#9edae5",20700,253618757.06,253639457.06,295867579.36,636791045486,0.804,0,297,"d3plus-1.9.8/icons/hs92/hs92_17.png","United States","Germany"
"1115",2011,"sachl","aschn","Delivery Trucks","Transportation","8704","17","#9edae5",NA,169213768.34,169213768.34,117355849.34,122372903471,0.286,NA,504,"d3plus-1.9.8/icons/hs92/hs92_17.png","United States","United States"
"1116",2011,"sachl","aschn","Specialized Vehicles","Transportation","8705","17","#9edae5",NA,5275139.36,5275139.36,17064749.27,13822312900.1,-0.758,NA,934,"d3plus-1.9.8/icons/hs92/hs92_17.png","Afghanistan","Germany"
"1117",2011,"sachl","aschn","Vehicle Chassis","Transportation","8706","17","#9edae5",NA,65948,65948,88124,4199193095.24,1.047,NA,178,"d3plus-1.9.8/icons/hs92/hs92_17.png","Thailand","Sweden"
"1118",2011,"sachl","aschn","Vehicle Bodies","Transportation","8707","17","#9edae5",NA,293130.52,293130.52,24733670.5,9386611103.76,1.3,NA,104,"d3plus-1.9.8/icons/hs92/hs92_17.png","Russia","Slovakia"
"1119",2011,"sachl","aschn","Vehicle Parts","Transportation","8708","17","#9edae5",189011.71,68557796.8,68746808.51,179306797.63,328966665441,1.394,0,90,"d3plus-1.9.8/icons/hs92/hs92_17.png","United States","Germany"
"1120",2011,"sachl","aschn","Work Trucks","Transportation","8709","17","#9edae5",NA,164427.21,164427.21,60520,1330632623.46,0.329,NA,483,"d3plus-1.9.8/icons/hs92/hs92_17.png","United States","United States"
"1121",2011,NA,NA,"Armored vehicles","Transportation","8710","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
"1122",2011,"sachl","aschn","Motorcycles","Transportation","8711","17","#9edae5",NA,40080458.12,40080458.12,15652082.36,18898494875.3,0.097,NA,595,"d3plus-1.9.8/icons/hs92/hs92_17.png","United States","China"
"1123",2011,"sachl","aschn","Bicycles","Transportation","8712","17","#9edae5",NA,43664802.56,43664802.56,1698850.72,8255790032.15,-0.191,NA,730,"d3plus-1.9.8/icons/hs92/hs92_17.png","United States","China"
"1124",2011,"sachl","aschn","Wheelchairs","Transportation","8713","17","#9edae5",NA,3168808.38,3168808.38,59000.98,1213194712.76,1.161,NA,140,"d3plus-1.9.8/icons/hs92/hs92_17.png","United States","China"
"1125",2011,"sachl","aschn","Bi-Wheel Vehicle Parts","Transportation","8714","17","#9edae5",NA,14781107.39,14781107.39,88727436.05,16721137925.6,0.203,NA,545,"d3plus-1.9.8/icons/hs92/hs92_17.png","Germany","China"
"1126",2011,"sachl","aschn","Baby Carriages","Transportation","8715","17","#9edae5",NA,23818446.78,23818446.78,2530200,2054372713.4,0.76,NA,317,"d3plus-1.9.8/icons/hs92/hs92_17.png","United States","China"
"1127",2011,"sachl","aschn","Trailers","Transportation","8716","17","#9edae5",NA,27709903.54,27709903.54,7070995.5,22813291440.4,0.64,NA,371,"d3plus-1.9.8/icons/hs92/hs92_17.png","Canada","Germany"
"1128",2011,NA,NA,"Non-powered Aircraft","Transportation","8801","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
"1129",2011,NA,NA,"Planes, Helicopters, and/or Spacecraft","Transportation","8802","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
"1130",2011,"sachl","aschn","Aircraft Parts","Transportation","8803","17","#9edae5",NA,10071.06,10071.06,13469136.12,71696876080.1,0.491,NA,422,"d3plus-1.9.8/icons/hs92/hs92_17.png","France","United States"
"1131",2011,"sachl","aschn","Parachutes","Transportation","8804","17","#9edae5",NA,7319.73,7319.73,52290,225717617.76,0.651,NA,366,"d3plus-1.9.8/icons/hs92/hs92_17.png","Germany","United States"
"1132",2011,NA,NA,"Aircraft Launch Gear","Transportation","8805","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
"1133",2011,"sachl","aschn","Passenger and Cargo Ships","Transportation","8901","17","#9edae5",2550500,30405234.18,32955734.18,25995274.53,109341578311,0.108,0.004,588,"d3plus-1.9.8/icons/hs92/hs92_17.png","Panama","South Korea"
"1134",2011,NA,NA,"Fishing Ships","Transportation","8902","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
"1135",2011,"sachl","aschn","Recreational Boats","Transportation","8903","17","#9edae5",NA,1195617.06,1195617.06,55594290.56,12070680663.2,0.272,NA,514,"d3plus-1.9.8/icons/hs92/hs92_17.png","Spain","United States"
"1136",2011,"sachl","aschn","Tug Boats","Transportation","8904","17","#9edae5",440987,15828811.08,16269798.08,10444261.3,5967511060.97,-0.563,0.013,872,"d3plus-1.9.8/icons/hs92/hs92_17.png","Singapore","India"
"1137",2011,NA,NA,"Special Purpose Ships","Transportation","8905","17","#9edae5",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_17.png",NA,NA
